영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Glasgow Airport,글래스고 공항,GLA,EGPF,유럽,United Kingdom,영국,Glasgow
Golfito Airport,골피토 공항,GLF,MRGF,중남미,Costa Rica,코스타리카,Golfito
Mid Delta Regional Airport,미드델타 공항,GLH,KGLH,북미캐나다,United States,미국,Greenville
Abdullahi Yusuf International Airport,압둘라히 유수프 국제공항,GLK,HCMR,중동아프리카,Somalia,소말리아,Galkayo
Guelmim Airport,겔밈 공항,GLN,GMAG,중동아프리카,Morocco,모로코,Guelmim
Gloucestershire Airport,글로스터셔 공항,GLO,EGBJ,유럽,United Kingdom,영국,Gloucester
Gladstone Airport,글래드스톤 공항,GLT,YGLA,대양주,Australia,오스트레일리아,Gladstone
Gelephu Airport,겔레푸 공항,GLU,VQGP,아시아태평양,Bhutan,부탄,Gelephu
Golovin Airport,골로빈 공항,GLV,PAGL,북미캐나다,United States,미국,Golovin
Gamar Malamo Airport,가마르 말라모 공항,GLX,WAMA,아시아태평양,Indonesia,인도네시아,Galela
Gemena Airport,게메나 공항,GMA,FZFK,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Gemena
Gambela Airport,감벨라 공항,GMB,HAGM,중동아프리카,Ethiopia,이디오피아,Gambela
Ben Slimane Airport,벤슬리만 공항,GMD,GMMB,중동아프리카,Morocco,모로코,Ben Slimane
Gomel Airport,고멜 공항,GME,UMGG,유럽,Belarus,벨라루시,Gomel
Gombe Lawanti International Airport,곰베 라완티 국제공항,GMO,DNGO,중동아프리카,Nigeria,나이지리아,Gombe
Gimpo International Airport,김포국제공항,GMP,RKSS,아시아태평양,South Korea,대한민국,Seoul
Golog Maqin Airport,골로그 마친 공항,GMQ,,아시아태평양,China,중국,Golog
Totegegie Airport,톳트제리 공항,GMR,NTGJ,아시아태평양,French Polynesia,프랑스령 폴리네시아,Totegegie
La Gomera Airport,라 고메라 공항,GMZ,GCGM,유럽,Spain,스페인,La Gomera
Grodno Airport,그로드노 공항,GNA,UMMG,유럽,Belarus,벨라루시,Grodno
Grenoble Isere Airport,그르노블 이세르 공항,GNB,LFLS,유럽,France,프랑스,Grenoble
Maurice Bishop International Airport,모리스 비숍 국제 공항,GND,TGPY,중남미,Grenada,그라나다,Grenada
Lyudao Airport,류다오 공항,GNI,RCGI,아시아태평양,Taiwan,대만,Lyudao
Ganja International Airport,간자 국제 공항,GNJ,UBBG,아시아태평양,Azerbaijan,아제르바이잔,Ganja
Guanambi Airport,구아남비 공항,GNM,SNGI,중남미,Brazil,브라질,Guanambi
Binaka Airport,비나카 공항,GNS,WIMB,아시아태평양,Indonesia,인도네시아,Gunungsitoli
Goodnews Airport,굿뉴스 공항,GNU,,북미캐나다,United States,미국,Goodnews Bay
Gainesville Regional Airport,게인즈빌 공항,GNV,KGNV,북미캐나다,United States,미국,Gainesville
Sanliurfa GAP Airport,산리우르파 GAP 공항,GNY,LTCS,유럽,Turkey,터키,Sanliurfa
Genoa Cristoforo Colombo Airport,제노아 크리스토포로 콜롬보 공항,GOA,LIMJ,유럽,Italy,이탈리아,Genoa
Robe Airport,로브 공항,GOB,HAGB,중동아프리카,Ethiopia,이디오피아,Goba
Nuuk Airport,누크 공항,GOH,BGGH,유럽,Greenland,그린란드,Nuuk
Dabolim Airport,다보림 공항,GOI,VAGO,아시아태평양,India,인도,Goa
Nizhny Novgorod International Airport,니즈니 노브고로드 국제공항,GOJ,UWGG,유럽,Russia,러시아,Nizhny Novgorod
Goma International Airport,고마 국제 공항,GOM,FZNA,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Goma
Gorakhpur Airport,고락푸르 공항,GOP,VEGK,아시아태평양,India,인도,Gorakhpur
Golmud Airport,골무드 공항,GOQ,ZLGM,아시아태평양,China,중국,Golmud
Gteborg Landvetter Airport,예테보리 란드베테르 공항,GOT,ESGG,유럽,Sweden,스웨덴,Gothenburg
Garoua International Airport,가루아 국제 공항,GOU,FKKR,중동아프리카,Cameroon,카메룬,Garoua
Gove Airport,고브 공항,GOV,YPGV,대양주,Australia,오스트레일리아,Nhulunbuy
Manohar International Airport,마노하르 국제 공항,GOX,VOGA,아시아태평양,India,인도,Mopa
Gorna Oryahovitsa Airport,고르나 오리야호비차 공항,GOZ,LBGO,유럽,Bulgaria,불가리아,Gorna Oryahovitsa
Araxos Airport,아락소스 공항,GPA,LGRX,유럽,Greece,그리스,Patras
Tancredo Thomas de Faria Airport,탄크레도 토마스 데 파리아 공항,GPB,SBGU,중남미,Brazil,브라질,Guarapuava
Mount Gordon Airport,마운트 고든 공항,GPD,YGON,대양주,Australia,오스트레일리아,Mount Gordon Mine
Guapi Airport,구아피 공항,GPI,SKGP,중남미,Colombia,콜롬비아,Guapi
Garden Point Airport,가든 포인트 공항,GPN,YGPT,대양주,Australia,오스트레일리아,GardenPnt
General Pico Airport,제너럴 피코 공항,GPO,SAZG,중남미,Argentina,아르헨티나,General Pico
Seymour Airport,시모어 공항,GPS,SEGS,중남미,Ecuador,에콰도르,Baltra Island
Gulfport Biloxi International Airport,걸프포트 빌럭시 국제공항,GPT,KGPT,북미캐나다,United States,미국,Gulfport
Austin Straubel International Airport,오스틴 스트라우벨 국제 공항,GRB,KGRB,북미캐나다,United States,미국,Green Bay
Greenwood County Airport,그린우드 카운티 공항,GRD,KGRD,북미캐나다,United States,미국,Greenwood
Gray Army Airfield,회색 육군 비행장,GRF,KGRF,북미캐나다,United States,미국,Tacoma
Central Nebraska Regional Airport,센트럴 네브래스카 공항,GRI,KGRI,북미캐나다,United States,미국,Grand Island
George Airport,조지 공항,GRJ,FAGG,중동아프리카,South Africa,남아프리카,George
Killeen Fort Hood Regional Airport,킬린 포트 후드 공항,GRK,KGRK,북미캐나다,United States,미국,Killeen
Gordon Municipal Airport,고든 공항,GRN,KGRN,북미캐나다,United States,미국,Gordon
Girona Costa Brava Airport,지로나 코스타 브라바 공항,GRO,LEGE,유럽,Spain,스페인,Girona
Groningen AirportEelde,흐로닝언 공항Eelde,GRQ,EHGG,유럽,Netherlands,네덜란드,Groningen
Gerald R. Ford International Airport,제럴드 R. 포드 국제 공항,GRR,KGRR,북미캐나다,United States,미국,Grand Rapids
Grosseto Airport,그로세토 공항,GRS,LIRS,유럽,Italy,이탈리아,Grosseto
Guarulhos Governador Andre Franco Montoro International Airport,과룰류스 고베르나도르 안드레 프랑코 몬투로 국제공항,GRU,SBGR,중남미,Brazil,브라질,Sao Paulo
Grozny Airport,그로즈니 공항,GRV,URMG,유럽,Russia,러시아,Grozny
Graciosa Airport,그라시오사 공항,GRW,LPGR,유럽,Portugal,포르투갈,Graciosa
Federico GarcIa Lorca Airport,페데리코 가르시아 로르카 공항,GRX,LEGR,유럽,Spain,스페인,Granada
GrImsey Airport,그림지 공항,GRY,BIGR,유럽,Iceland,아이슬란드,GrImsey
Graz Airport,그라츠 공항,GRZ,LOWG,유럽,Austria,오스트리아,Graz
Long Pasia Airport,롱 파시아 공항,GSA,WBKN,아시아태평양,Malaysia,말레이시아,Long Pasia
Gteborg City Airport,예테보리 공항,GSE,ESGP,유럽,Sweden,스웨덴,Gothenburg
Dayrestan Airport,Dayrestan 공항(케심 국제공항,GSM,OIKQ,중동아프리카,Iran,이란,Qeshm
Piedmont Triad International Airport,피드몬트 트라이어드 국제 공항,GSO,KGSO,북미캐나다,United States,미국,Greensboro
Greenville Spartanburg International Airport,그린빌 스파르탄버그 국제공항,GSP,KGSP,북미캐나다,United States,미국,Greenville
Sharq Al Owainat Airport,샤르크 알 오와이낫 공항,GSQ,HEOW,중동아프리카,Egypt,이집트,Sharq Al Owainat
Gustavus Airport,구스타프 공항,GST,PAGS,북미캐나다,United States,미국,Gustavus
Saratov Gagarin Airport,사라토프 가가린 공항,GSV,,유럽,Russia,러시아,Saratov
Gatokae Aerodrome,가토카에 비행장,GTA,AGOK,아시아태평양,Solomon Islands,솔로몬 제도,Gatokae
Groote Eylandt Airport,알리앵굴라 공항,GTE,YGTE,대양주,Australia,오스트레일리아,Groote Eylandt
Great Falls International Airport,그레이트 폴스 국제 공항,GTF,KGTF,북미캐나다,United States,미국,Great Falls
Jalaluddin Airport,잘랄루딘 공항,GTO,WAMG,아시아태평양,Indonesia,인도네시아,Gorontalo
Grants Pass Airport,그랜트 패스 공항,GTP,,북미캐나다,United States,미국,Grants Pass
Golden Triangle Regional Airport,골든 트라이앵글 공항,GTR,KGTR,북미캐나다,United States,미국,Columbus
The Granites Airport,더 그래니테스 공항,GTS,YTGT,대양주,Australia,오스트레일리아,The Granites
Kirawira B Airstrip,키라위라 B 활주로,GTZ,,중동아프리카,Tanzania,탄자니아,Grumeti
La Aurora International Airport,라 아우로라 국제 공항,GUA,MGGT,중남미,Guatemala,과테말라,Guatemala City
Guerrero Negro Airport,게레로 네그로 공항,GUB,MMGR,중남미,Mexico,멕시코,Guerrero Negro
Gunnison Crested Butte Regional Airport,거니슨 크레스티드 뷰트 공항,GUC,KGUC,북미캐나다,United States,미국,Gunnison
Jack Edwards Airport,잭 에드워즈 공항,GUF,KJKA,북미캐나다,United States,미국,Gulf Shores
Antonio B. Won Pat International Airport,안토니오 B. 원 팻 국제공항,GUM,PGUM,아시아태평양,Guam,괌,Guam
Gurney Airport,거니 공항,GUR,AYGN,아시아태평양,Papua New Guinea,파푸아뉴기니,Alotau
Atyrau Airport,아티라우 공항,GUW,UATG,아시아태평양,Kazakhstan,카자흐스탄,Atyrau
Guarapari Airport,과라파리 공항,GUZ,SNGA,중남미,Brazil,브라질,Guarapari
Geneva Airport,제네바 공항,GVA,LSGG,유럽,Switzerland,스위스,Geneva
Sovetskaya Gavan Airport,소베츠카야 가반 공항,GVN,UHKM,유럽,Russia,러시아,Sovetskaya Gavan
Coronel Altino Machado de Oliveira Airport,코로넬 알티노 마차도 데 올리베이라 에어포트,GVR,SBGV,중남미,Brazil,브라질,Governador Valadares
Gwadar International Airport,과다르 국제 공항,GWD,OPGD,중동아프리카,Pakistan,파키스탄,Gwadar
Rajmata Vijaya Raje Scindia Airport,괄리오르 공항,GWL,VIGR,아시아태평양,India,인도,Gwalior
Greenwood Leflore Airport,그린우드 르플로르 공항,GWO,KGWO,북미캐나다,United States,미국,Greenwood
Sylt Airport,실트 공항,GWT,EDXW,유럽,Germany,독일,Sylt
Galway Airport,골웨이 공항,GWY,EICM,유럽,Ireland,아일랜드,Galway
Sayun Airport,사윤공항,GXF,OYSY,중동아프리카,Yemen,예멘,Sayun
Gannan Xiahe Airport,간난 샤허 공항,GXH,ZLXH,아시아태평양,China,중국,Xiahe
GuayaramerIn Airport,과야라메린 공항,GYA,SLGY,중남미,Bolivia,볼리비아,GuayaramerIn
Heydar Aliyev International Airport,헤이다르 알리예프 국제 공항,GYD,UBBB,아시아태평양,Azerbaijan,아제르바이잔,Baku
Jose JoaquIn de Olmedo International Airport,호세 호아킨 데 올메도 국제 공항,GYE,SEGU,중남미,Ecuador,에콰도르,Guayaquil
Magan Airport,마간 공항,GYG,UEMM,유럽,Russia,러시아,Magan
Gisenyi Airport,기세니 공항,GYI,HRYG,중동아프리카,Rwanda,르완다,Gisenyi
Argyle Airport,아가일 공항,GYL,YARG,대양주,Australia,오스트레일리아,Argyle
General Jose MarIa Yanez International Airport,제너럴 호세 마리아 야녜스 국제공항,GYM,MMGM,중남미,Mexico,멕시코,Guaymas
Santa Genoveva Airport,산타 제노베바 공항,GYN,SBGO,중남미,Brazil,브라질,Goiania
Phoenix Goodyear Airport,피닉스 굿이어 공항,GYR,KGYR,북미캐나다,United States,미국,Goodyear
Guangyuan Panlong Airport,광위안 판룽 공항,GYS,ZUGU,아시아태평양,China,중국,Guangyuan
Guyuan Liupanshan Airport,구위안 류판산 공항,GYU,ZLGY,아시아태평양,China,중국,Guyuan
Gruyere Airport,그뤼에르 공항,GYZ,,대양주,Australia,오스트레일리아,Gruyere
Garze Gesar Airport,가르제 게사르 공항,GZG,,아시아태평양,China,중국,Garze County
Ghazni Airport,가즈니 공항,GZI,OAGN,중동아프리카,Afghanistan,아프가니스탄,Ghazni
Nusatupe Airport,누사투페 공항,GZO,AGGN,아시아태평양,Solomon Islands,솔로몬 제도,Gizo
GazipaSa Alanya Airport,가지파샤 알란야 공항,GZP,LTFG,유럽,Turkey,터키,GazipaSa
Gaziantep Oguzeli International Airport,가지안테프 오우젤리 국제공항,GZT,LTAJ,유럽,Turkey,터키,Gaziantep
Hasvik Airport,하스비크 공항,HAA,ENHK,유럽,Norway,노르웨이,Hasvik
Hachijojima Airport,하치조지마 공항,HAC,RJTH,아시아태평양,Japan,일본,Hachijo jima
Halmstad Airport,할름스타드 공항,HAD,ESMT,유럽,Sweden,스웨덴,Halmstad
Prince Said Ibrahim International Airport,프린스 사이드 이브라힘 국제 공항,HAH,FMCH,중동아프리카,Comoros,코모로,Moroni
Hannover Airport,하노버 공항,HAJ,EDDV,유럽,Germany,독일,Hanover
Haikou Meilan International Airport,하이커우 메이란 국제공항,HAK,ZJHK,아시아태평양,China,중국,Haikou
Hamburg Airport,함부르크 공항,HAM,EDDH,유럽,Germany,독일,Hamburg
Noi Bai International Airport,노이바이 국제공항,HAN,VVNB,아시아태평양,Vietnam,베트남,Hanoi
Hanimaadhoo International Airport,하니마두 국제공항,HAQ,VRMH,아시아태평양,Maldives,몰디브,Hanimaadhoo
Capital City Airport,캐피털 시티 공항,HAR,KXCXY,북미캐나다,United States,미국,Harrisburg
Ha'il Regional Airport,하일 공항,HAS,OEHL,중동아프리카,Saudi Arabia,사우디아라비아,Hail
Haugesund Airport Karmoy,카모이 공항,HAU,ENHD,유럽,Norway,노르웨이,Haugesund
Jose MartI International Airport,호세 마르티 국제 공항,HAV,MUHA,중남미,Cuba,쿠바,Havana
Hobart International Airport,호바트 국제 공항,HBA,YMHB,대양주,Australia,오스트레일리아,Hobart
Borg El Arab Airport,보르그 엘 아랍 공항,HBE,HEBA,중동아프리카,Egypt,이집트,Borg El Arab
Qilian Airport,치롄 공항,HBQ,,아시아태평양,China,중국,Qilian
Bulgan Airport Khovd,불간 공항 Khovd,HBU,ZMBS,아시아태평양,Mongolia,몽골,Bulgan (Khovd Province)
Hubli Airport,후블리 공항,HBX,VOHB,아시아태평양,India,인도,Hubli
Hechi Jinchengjiang Airport,허치 진청장 공항,HCJ,ZGHC,아시아태평양,China,중국,Hechi
Hengchun Airport,헝춘 공항,HCN,RCKW,아시아태평양,Taiwan,대만,Hengchun
Halls Creek Airport,홀스 크릭 공항,HCQ,YHLC,대양주,Australia,오스트레일리아,Halls Creek
Holy Cross Airport,홀리 크로스 공항,HCR,PAHC,북미캐나다,United States,미국,Holy Cross
Chenzhou Beihu Airport,첸저우 베이후 공항,HCZ,,아시아태평양,China,중국,Chenzhou
Hyderabad Airport,하이데라바드 공항,HDD,OPKD,중동아프리카,Pakistan,파키스탄,Hyderabad
Heringsdorf Airport,헤링스도르프 공항,HDF,EDAH,유럽,Germany,독일,Heringsdorf
Handan Airport,한단공항,HDG,ZBHD,아시아태평양,China,중국,Handan
Kulhudhuffushi Airport,쿨후후푸시 공항,HDK,,아시아태평양,Maldives,몰디브,Kulhudhuffush
Hamadan Airport,하마단 공항,HDM,OIHH,중동아프리카,Iran,이란,Hamadan
Yampa Valley Airport,얌파 밸리 공항,HDN,KHDN,북미캐나다,United States,미국,Hayden
Air Force Base Hoedspruit,공군 기지 호즈프룻,HDS,FAHS,중동아프리카,South Africa,남아프리카,Hoedspruit
Hat Yai International Airport,핫야이 국제공항,HDY,VTSS,아시아태평양,Thailand,태국,Hat Yai
Herat International Airport,헤라트 국제 공항,HEA,OAHR,중동아프리카,Afghanistan,아프가니스탄,Herat
Heho Airport,헤호 공항,HEH,VYHH,아시아태평양,Myanmar,미얀마,Heho
Heihe Airport,헤이허 공항,HEK,ZYHE,아시아태평양,China,중국,Heihe
Helsinki Airport,헬싱키 공항,HEL,EFHK,유럽,Finland,핀란드,Helsinki
Helsinki Malmi Airport,헬싱키 말미 공항,HEM,EFHF,유럽,Finland,핀란드,Helsinki
Heraklion International Airport,이라클리온 국제공항,HER,LGIR,유럽,Greece,그리스,Heraklion
Hohhot Baita International Airport,후허하오터 바이타 국제공항,HET,ZBHH,아시아태평양,China,중국,Hohhot
Natchez Adams County Airport,나체즈 애덤스 카운티 공항,HEZ,KHEZ,북미캐나다,United States,미국,Natchez
Haifa Airport,하이파 공항,HFA,LLHA,중동아프리카,Israel,이스라엘,Haifa
Hartford Brainard Airport,하트퍼드 브레이너드 공항,HFD,KHFD,북미캐나다,United States,미국,Hartford
Hefei Xinqiao International Airport,허페이 신차오 국제공항,HFE,ZSOF,아시아태평양,China,중국,Hefei
Hornafjordur Airport,호르나피외르뒤르 공항,HFN,BIHN,유럽,Iceland,아이슬란드,Hornafjordur
Hagfors Airport,하그포르스 공항,HFS,ESOH,유럽,Sweden,스웨덴,Hagfors
Hammerfest Airport,함메르페스트 공항,HFT,ENHF,유럽,Norway,노르웨이,Hammerfest
Hargeisa International Airport,하르게이사 국제공항,HGA,HCMH,중동아프리카,Somalia,소말리아,Hargeisa
Hughenden Airport,휴엔덴 공항,HGD,YHUG,대양주,Australia,오스트레일리아,Hughenden
Hangzhou Xiaoshan International Airport,항저우 샤오산 국제공항,HGH,ZSHC,아시아태평양,China,중국,Hangzhou
Paloich Airport,팔로이치 공항,HGI,HSFA,중동아프리카,South Sudan,수단,Higlieg
Heligoland Airfield,헬리고랜드 비행장,HGL,EDXH,유럽,Germany,독일,Heligoland
Mae Hong Son Airport,매홍손 공항,HGN,VTCH,아시아태평양,Thailand,태국,Mae Hong Son
Korhogo Airport,코로고 공항,HGO,DIKO,중동아프리카,Cote d'Ivoire,코트디부아르,Korhogo
